貸出ID, DVD ID,顧客ID,映画ID,貸出日時,タイトル,概要,公開年,レンタル代,カテゴリ名
10888,2412,428,526,2005-08-02 00:52:45.000,LOCK REAR,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,2006,2.99,Travel
4094,2412,517,526,2005-07-07 06:00:21.000,LOCK REAR,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,2006,2.99,Travel
6450,2413,32,526,2005-07-12 00:49:05.000,LOCK REAR,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,2006,2.99,Travel
10976,2418,326,527,2005-08-02 04:11:48.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
13872,2416,421,527,2005-08-20 15:10:30.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
4825,2419,563,527,2005-07-08 17:43:01.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
11534,2414,144,527,2005-08-17 00:35:27.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
9547,2414,440,527,2005-07-31 01:52:34.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
4452,2414,460,527,2005-07-07 23:31:54.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
15092,2418,464,527,2005-08-22 11:36:16.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
8965,2419,599,527,2005-07-30 03:52:37.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
2914,2419,342,527,2005-06-20 03:43:18.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
8721,2416,312,527,2005-07-29 17:56:21.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
7667,2415,443,527,2005-07-28 02:37:22.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
6626,2418,269,527,2005-07-12 09:16:24.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
13613,2415,201,527,2005-08-20 06:23:53.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
181,2417,587,527,2005-05-26 04:47:06.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
1723,2417,259,527,2005-06-16 15:14:18.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
3550,2417,15,527,2005-07-06 02:29:21.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
9845,2417,79,527,2005-07-31 12:28:05.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
13863,2417,563,527,2005-08-20 14:57:50.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
2044,2418,484,527,2005-06-17 14:37:57.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
4571,2416,86,527,2005-07-08 05:34:41.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
2271,2416,145,527,2005-06-18 06:29:52.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
5186,2415,276,527,2005-07-09 10:18:40.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
2075,2415,459,527,2005-06-17 16:40:33.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
11526,2419,572,527,2005-08-17 00:17:38.000,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,2006,4.99,Horror
10263,2420,415,528,2005-08-01 03:02:48.000,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,2.99,Family
935,2421,256,528,2005-05-30 13:29:36.000,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,2.99,Family
1530,2421,392,528,2005-06-16 00:38:07.000,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,2.99,Family
6542,2421,359,528,2005-07-12 04:53:49.000,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,2.99,Family
9482,2421,348,528,2005-07-30 23:29:16.000,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,2.99,Family
16012,2421,80,528,2005-08-23 21:13:39.000,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,2.99,Family
3750,2422,103,528,2005-07-06 12:19:28.000,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,2.99,Family
10599,2422,271,528,2005-08-01 14:23:58.000,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,2.99,Family
14182,2422,519,528,2005-08-21 03:17:10.000,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,2.99,Family
12161,2420,444,528,2005-08-18 00:41:46.000,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,2.99,Family
9318,2426,314,529,2005-07-30 17:14:30.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
14287,2426,427,529,2005-08-21 06:53:59.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
12481,2424,218,529,2005-08-18 12:31:34.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
9402,2424,48,529,2005-07-30 20:18:27.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
8923,2425,446,529,2005-07-30 02:08:49.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
1808,2424,466,529,2005-06-16 20:59:35.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
849,2424,449,529,2005-05-30 01:23:07.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
12327,2425,261,529,2005-08-18 06:43:22.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
4185,2425,395,529,2005-07-07 10:31:05.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
3976,2424,329,529,2005-07-06 23:00:20.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
2083,2423,97,529,2005-06-17 17:14:00.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
903,2423,197,529,2005-05-30 10:11:29.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
6397,2423,287,529,2005-07-11 22:34:02.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
14573,2423,240,529,2005-08-21 16:44:32.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
9577,2423,526,529,2005-07-31 02:53:33.000,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,2.99,Comedy
4121,2429,176,530,2005-07-07 07:13:50.000,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,2.99,Action
3680,2427,82,530,2005-07-06 09:16:10.000,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,2.99,Action
14160,2428,493,530,2006-02-14 15:16:03.000,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,2.99,Action
249,2428,472,530,2005-05-26 14:19:09.000,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,2.99,Action
3100,2428,487,530,2005-06-20 16:47:57.000,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,2.99,Action
6878,2428,363,530,2005-07-12 20:37:13.000,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,2.99,Action
14008,2427,560,530,2005-08-20 20:26:00.000,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,2.99,Action
9682,2427,425,530,2005-07-31 06:47:10.000,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,2.99,Action
14384,2429,371,530,2005-08-21 10:02:37.000,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,2.99,Action
10209,2429,303,530,2005-08-01 00:56:47.000,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,2.99,Action
10910,2428,266,530,2005-08-02 01:54:34.000,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2006,2.99,Action
1748,2434,473,531,2005-06-16 16:54:03.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
7631,2437,132,531,2005-07-28 01:01:15.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
7345,2434,572,531,2005-07-27 14:29:53.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
14949,2434,111,531,2005-08-22 06:12:16.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
5421,2437,33,531,2005-07-09 20:49:12.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
3169,2437,50,531,2005-06-20 21:55:54.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
477,2437,161,531,2005-05-27 22:33:33.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
12049,2433,178,531,2005-08-17 20:53:27.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
2214,2430,366,531,2005-06-18 02:44:37.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
13058,2437,24,531,2005-08-19 09:40:53.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
4635,2434,65,531,2005-07-08 08:42:40.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
15033,2431,168,531,2005-08-22 09:25:24.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
7158,2432,38,531,2005-07-27 07:23:58.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
5506,2432,117,531,2005-07-10 00:45:48.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
12324,2436,221,531,2005-08-18 06:38:20.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
3496,2430,295,531,2005-07-05 23:59:15.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
13442,2432,356,531,2005-08-19 23:50:45.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
6022,2435,469,531,2005-07-11 02:15:53.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
10451,2435,9,531,2005-08-01 09:11:25.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
12393,2435,396,531,2005-08-18 09:02:41.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
7994,2431,21,531,2005-07-28 14:56:54.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
7241,2433,354,531,2005-07-27 10:25:49.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
6943,2436,21,531,2005-07-26 23:28:13.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
4641,2436,26,531,2005-07-08 09:09:46.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
11722,2430,321,531,2005-08-17 07:53:03.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
8146,2430,476,531,2005-07-28 20:37:36.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
6740,2431,139,531,2005-07-12 14:22:08.000,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,0.99,Foreign
2153,2440,357,532,2005-06-17 22:58:04.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
8520,2440,103,532,2005-07-29 10:10:02.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
13776,2439,137,532,2005-08-20 11:57:06.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
2209,2441,13,532,2005-06-18 02:24:01.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
6125,2439,307,532,2005-07-11 08:03:35.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
1421,2439,533,532,2005-06-15 17:57:04.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
11740,2441,27,532,2005-08-17 08:48:31.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
7249,2441,425,532,2005-07-27 10:39:53.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
4856,2441,7,532,2005-07-08 18:47:38.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
7035,2439,90,532,2005-07-27 03:06:09.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
686,2441,411,532,2005-05-29 00:27:10.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
6495,2440,19,532,2005-07-12 02:57:02.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
7005,2438,446,532,2005-07-27 01:38:36.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
12058,2438,540,532,2005-08-17 21:07:41.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
15468,2440,399,532,2005-08-23 01:25:30.000,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,2006,4.99,Sports
620,2444,321,533,2005-05-28 15:54:45.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
7974,2442,380,533,2005-07-28 14:11:57.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
3603,2442,330,533,2005-07-06 05:25:03.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
3367,2442,80,533,2005-06-21 13:08:21.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
14066,2444,274,533,2005-08-20 22:45:58.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
8112,2444,528,533,2005-07-28 19:11:07.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
14268,2442,278,533,2005-08-21 06:21:24.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
10868,2443,562,533,2005-08-02 00:25:15.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
13643,2443,398,533,2005-08-20 07:42:24.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
5328,2444,247,533,2005-07-09 16:48:29.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
1170,2444,595,533,2005-06-14 23:47:35.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
922,2442,550,533,2005-05-30 11:55:55.000,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2006,2.99,Foreign
10828,2448,471,534,2005-08-01 23:16:10.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
8160,2446,138,534,2005-07-28 21:10:30.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
4077,2445,377,534,2005-07-07 04:53:40.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
9893,2445,179,534,2005-07-31 14:07:21.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
14544,2445,589,534,2005-08-21 15:41:01.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
3500,2447,32,534,2005-07-06 00:11:13.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
14926,2448,357,534,2005-08-22 05:18:44.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
3630,2448,102,534,2005-07-06 06:27:15.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
7842,2447,276,534,2005-07-28 09:10:06.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
12852,2446,260,534,2005-08-19 02:12:40.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
1261,2447,95,534,2005-06-15 06:52:57.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
13452,2449,430,534,2005-08-20 00:20:07.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
7496,2449,257,534,2005-07-27 20:04:05.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
3912,2449,154,534,2005-07-06 20:10:03.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
2572,2449,159,534,2005-06-19 04:21:26.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
289,2449,81,534,2005-05-26 20:01:09.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
15650,2447,353,534,2005-08-23 08:29:53.000,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,0.99,Family
15908,2453,135,535,2005-08-23 17:42:00.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
3296,2453,284,535,2005-06-21 07:04:53.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
1469,2451,580,535,2005-06-15 20:52:36.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
7629,2453,229,535,2005-07-28 01:00:09.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
5201,2453,551,535,2005-07-09 10:52:53.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
476,2451,543,535,2005-05-27 22:31:36.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
14099,2452,224,535,2005-08-21 00:31:03.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
8185,2452,568,535,2005-07-28 22:23:49.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
5639,2452,249,535,2005-07-10 06:33:39.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
4972,2451,498,535,2005-07-08 23:56:09.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
8276,2451,466,535,2005-07-29 01:38:43.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
1533,2452,116,535,2005-06-16 00:46:02.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
1204,2450,249,535,2005-06-15 02:21:46.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
15927,2450,401,535,2005-08-23 18:23:11.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
1144,2450,207,535,2005-05-31 20:04:10.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
4539,2450,264,535,2005-07-08 04:01:02.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
4,2452,333,535,2005-05-24 23:04:41.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
7768,2450,123,535,2005-07-28 06:44:03.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
15456,2451,262,535,2005-08-23 01:07:01.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
1112,2453,214,535,2005-05-31 15:51:39.000,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,0.99,Horror
14166,2457,190,536,2005-08-21 02:59:31.000,LOVELY JINGLE,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,2006,2.99,Classics
8429,2456,588,536,2005-07-29 07:11:49.000,LOVELY JINGLE,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,2006,2.99,Classics
12270,2456,190,536,2005-08-18 04:32:05.000,LOVELY JINGLE,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,2006,2.99,Classics
